supergroup	group	species	taxid	assembly_accession	gc%	annotation_accession	rnaseq_data	long-read_experiments	long-read_reads	short-read_experiments	short-read_reads
Amoebozoa	Amoebozoa	Copromyxa protea	931554				short-read only	0	0	1	36310681
Amoebozoa	Amoebozoa	Coronamoeba villafranca	2936289				short-read only	0	0	1	36151048
Amoebozoa	Amoebozoa	Craterium roseum	289967				short-read only	0	0	14	274691034
Amoebozoa	Amoebozoa	Cryptodifflugia sp.	1972844				short-read only	0	0	1	16348924
Amoebozoa	Amoebozoa	Cunea sp.	1972850				short-read only	0	0	1	13517852
Amoebozoa	Amoebozoa	Cyclopyxis impressa	2507079				short-read only	0	0	1	12199574
Amoebozoa	Amoebozoa	Cyclopyxis sp.	3086991				short-read only	0	0	1	24928078
Amoebozoa	Amoebozoa	Dermamoeba algensis	242549				short-read only	0	0	2	91782838
Amoebozoa	Amoebozoa	Dictyostelium brefeldianum	361069	GCA_013375695.1	28.5		short-read only	0	0	8	263749366
Amoebozoa	Amoebozoa	Dictyostelium capitatum	361071	GCA_015252635.1	32.0		short-read only	0	0	8	298012086
Amoebozoa	Amoebozoa	Dictyostelium cf. discoideum	3454433	GCA_054859205.1	22.5	GCA_054859205.1		0	0	0	0
Amoebozoa	Amoebozoa	Dictyostelium citrinum	361072	GCA_054859325.1	22.5	GCA_054859325.1		0	0	0	0
Amoebozoa	Amoebozoa	Dictyostelium dimigraforme	142830	GCA_054859025.1	22.5	GCA_054859025.1		0	0	0	0
Amoebozoa	Amoebozoa	Dictyostelium discoideum	44689	GCA_054883475.1	22.5	GCA_054883475.1	short-read only	0	0	2816	83591446997
Amoebozoa	Amoebozoa	Dictyostelium discoideum AX4	352472	GCF_000004695.1	22.5	GCF_000004695.1	short-read only	0	0	314	10783680807
Amoebozoa	Amoebozoa	Dictyostelium firmibasis	79012	GCA_036169595.1	24.0	GCA_036169595.1	short-read only	0	0	3	399401650
Amoebozoa	Amoebozoa	Dictyostelium gargantuum	882403	GCA_015252675.1	31.5		short-read only	0	0	8	288274292
Amoebozoa	Amoebozoa	Dictyostelium intermedium	361076	GCA_000277465.1	25.0			0	0	0	0
Amoebozoa	Amoebozoa	Dictyostelium purpureum	5786	GCF_000190715.1	24.5	GCF_000190715.1	short-read only	0	0	18	264177039
Amoebozoa	Amoebozoa	Dictyostelium rosarium	306026				short-read only	0	0	8	302885728
Amoebozoa	Amoebozoa	Didymium iridis	5793				short-read only	0	0	8	193749012
Amoebozoa	Amoebozoa	Didymium megalosporum	289980				short-read only	0	0	3	149886006
Amoebozoa	Amoebozoa	Difflugia bryophila	1260105				short-read only	0	0	1	167325374
Amoebozoa	Amoebozoa	Difflugia cf. capreolata	3086998				short-read only	0	0	1	29228380
Amoebozoa	Amoebozoa	Difflugia compressa	2507089				short-read only	0	0	1	10914280
Amoebozoa	Amoebozoa	Difflugia sp.	1908692				short-read only	0	0	1	25811564
Amoebozoa	Amoebozoa	Diplochlamys sp.	1972854				short-read only	0	0	1	20370178
Amoebozoa	Amoebozoa	Echinamoeba exundans	136450				short-read only	0	0	1	6211578
Amoebozoa	Amoebozoa	Echinosteliopsis oligospora	1908696				short-read only	0	0	1	8796204
Amoebozoa	Amoebozoa	Echinostelium bisporum	1973072				short-read only	0	0	1	8349240
Amoebozoa	Amoebozoa	Endolimax sp. ZUBR	3029266				short-read only	0	0	3	159513092
Amoebozoa	Amoebozoa	Endostelium zonatum	668362				short-read only	0	0	3	116464476
Amoebozoa	Amoebozoa	Entamoeba dispar	46681	GCA_057946545.1	23.0	GCA_057946545.1	short-read only	0	0	10	1484653476
Amoebozoa	Amoebozoa	Entamoeba dispar SAW760	370354	GCF_000209125.1	24.0	GCF_000209125.1		0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica	5759	GCA_057946535.1	24.0	GCA_057946535.1	short-read, long-read	3	1579226	270	13232395592
Amoebozoa	Amoebozoa	Entamoeba histolytica DS4-868	885310	GCA_018466815.1	24.5			0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica HM-1:IMSS	294381	GCF_000208925.1	24.5	GCF_000208925.1	short-read only	0	0	9	683560194
Amoebozoa	Amoebozoa	Entamoeba histolytica HM-1:IMSS-A	885318	GCA_000365475.1	25.0	GCA_000365475.1		0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica HM-1:IMSS-B	885319	GCA_000344925.1	27.0	GCA_000344925.1		0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica HM-3:IMSS	885315	GCA_000346345.1	25.0	GCA_000346345.1		0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica KU27	885311	GCA_000338855.1	25.0	GCA_000338855.1		0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica KU48	885312	GCA_019059535.1	24.5			0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica KU50	885313	GCA_020283535.1	25.5			0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba histolytica MS96-3382	885314	GCA_020283505.1	24.5			0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba invadens IP1	370355	GCF_000330505.1	30.0	GCF_000330505.1		0	0	0	0
Amoebozoa	Amoebozoa	Entamoeba marina	1621016	GCA_051620835.1	25.5	GCA_051620835.1	short-read only	0	0	1	27894854
Amoebozoa	Amoebozoa	Entamoeba moshkovskii	41668	GCA_002914575.1	29.5		short-read only	0	0	4	437902969
Amoebozoa	Amoebozoa	Entamoeba nuttalli	412467	GCA_045861985.1	24.0	GCA_045861985.1	short-read only	0	0	1	419657012
Amoebozoa	Amoebozoa	Entamoeba nuttalli P19	1076696	GCF_000257125.1	25.0	GCF_000257125.1		0	0	0	0
Amoebozoa	Amoebozoa	Filamoeba nolandi	136452				short-read only	0	0	1	49739336
Amoebozoa	Amoebozoa	Flabellula citata	569951				short-read only	0	0	1	6848034
Amoebozoa	Amoebozoa	Flamella aegyptia	490354				short-read only	0	0	2	68805750
Amoebozoa	Amoebozoa	Fuligo septica	159720				short-read only	0	0	3	151520800
Amoebozoa	Amoebozoa	Galeripora sp.	3087006				short-read only	0	0	3	115590890
Amoebozoa	Amoebozoa	Gocevia fonbrunei	1078849				short-read only	0	0	2	38091078
Amoebozoa	Amoebozoa	Grellamoeba robusta	690712				short-read only	0	0	1	82110528
Amoebozoa	Amoebozoa	Hagiwaraea rhizopodium	361088				short-read only	0	0	4	62390070
Amoebozoa	Amoebozoa	Heleopera lucida	3087010				short-read only	0	0	4	144346100
Amoebozoa	Amoebozoa	Heleopera sphagni	318526				short-read only	0	0	1	6146862
Amoebozoa	Amoebozoa	Heleopera sylvatica	2507091				short-read only	0	0	1	2801556
Amoebozoa	Amoebozoa	Heterostelium album PN500	670386	GCF_000004825.1	32.0	GCF_000004825.1	short-read only	0	0	1	0
Amoebozoa	Amoebozoa	Heterostelium gloeosporum	361094				short-read only	0	0	4	49039546
Amoebozoa	Amoebozoa	Heterostelium multicystogenum	1037917	GCA_003667245.1	38.5			0	0	0	0
Amoebozoa	Amoebozoa	Heterostelium pallidum	13642	GCA_054501735.1	28.0		short-read only	0	0	18	469756067
Amoebozoa	Amoebozoa	Hyalosphenia elegans	499113				short-read only	0	0	1	5998232
Amoebozoa	Amoebozoa	Hyalosphenia papilio	318532				short-read only	0	0	1	3120292
Amoebozoa	Amoebozoa	Idionectes vortex	2562733				short-read only	0	0	2	168545440
Amoebozoa	Amoebozoa	Janelia veilia	3418897				short-read only	0	0	1	19156442
Amoebozoa	Amoebozoa	Kanabo kenzan	3014014				short-read only	0	0	2	89915332
Amoebozoa	Amoebozoa	Lesquereusia mimetica	2507092				short-read only	0	0	1	1539614
Amoebozoa	Amoebozoa	Lingulamoeba sp.	1973062				short-read only	0	0	1	28091850
Amoebozoa	Amoebozoa	Luapeleamoeba arachisporum	668371				short-read only	0	0	1	44735752
Amoebozoa	Amoebozoa	Luapeleamoeba hula	1899548				short-read only	0	0	1	10596226
Amoebozoa	Amoebozoa	Mastigamoeba abducta	1211410				short-read only	0	0	1	239309680
Amoebozoa	Amoebozoa	Mastigamoeba balamuthi	108607	GCA_902651635.1	60.5		short-read only	0	0	1	12316816
Amoebozoa	Amoebozoa	Mastigella eilhardi	1580584				short-read only	0	0	1	332646870
Amoebozoa	Amoebozoa	Mayorella	242540				short-read only	0	0	1	52292034
Amoebozoa	Amoebozoa	Mayorella cantabrigiensis	1973064				short-read only	0	0	2	67708328
Amoebozoa	Amoebozoa	Mayorella gemmifera	561864				short-read only	0	0	1	75935662
Amoebozoa	Amoebozoa	Mayorella marianaensis	3241710				short-read only	0	0	1	45495324
Amoebozoa	Amoebozoa	Mayorella sp.	1973063				short-read only	0	0	3	141040140
Amoebozoa	Amoebozoa	Mayorella sp. P4	2650084				short-read only	0	0	1	3793356
Amoebozoa	Amoebozoa	Mayorella vespertilioides	2992004				short-read only	0	0	1	30477508
Amoebozoa	Amoebozoa	Micriamoeba sp.	1973067				short-read only	0	0	1	68844226
Amoebozoa	Amoebozoa	Microchlamys patella	2507088				short-read only	0	0	1	32444760
Amoebozoa	Amoebozoa	Microcorycia aculeata	3087008				short-read only	0	0	3	97585624
Amoebozoa	Amoebozoa	Microcorycia flava	3087009				short-read only	0	0	3	110487820
Amoebozoa	Amoebozoa	Microglomus paxillus	2977203				short-read only	0	0	6	309036794
Amoebozoa	Amoebozoa	Mycamoeba gemmipara	1895019				short-read only	0	0	1	63578130
Amoebozoa	Amoebozoa	Nannengaella mellea	289959				short-read only	0	0	11	319399946
Amoebozoa	Amoebozoa	Nebela sp.	1973070				short-read only	0	0	1	36074352
Amoebozoa	Amoebozoa	Nematostelium gracile	1973068				short-read only	0	0	1	22323796
Amoebozoa	Amoebozoa	Netzelia lobostoma	3087005				short-read only	0	0	1	33519546
Amoebozoa	Amoebozoa	Netzelia sp.	2507093				short-read only	0	0	1	15945592
Amoebozoa	Amoebozoa	Netzelia tuberspinifera	1603556				short-read only	0	0	9	575296102
Amoebozoa	Amoebozoa	Nolandella sp.	1908693				short-read only	0	0	1	5457642
Amoebozoa	Amoebozoa	Paradermamoeba levis	1072175				short-read only	0	0	1	25768864
Amoebozoa	Amoebozoa	Parakanabo toge	3014015				short-read only	0	0	1	44317562
Amoebozoa	Amoebozoa	Paramoeba aestuarina	180227				short-read only	0	0	1	46963564
Amoebozoa	Amoebozoa	Paramoeba atlantica	1077153	GCA_977017615.1	36.0		short-read only	0	0	2	124962732
Amoebozoa	Amoebozoa	Paramoeba invadens	1321612				short-read only	0	0	2	421399062
Amoebozoa	Amoebozoa	Paramoeba pemaquidensis	180228	GCA_002151225.1	41.0		short-read only	0	0	2	331468864
Amoebozoa	Amoebozoa	Paramoeba perurans	437603				short-read only	0	0	9	595709790
Amoebozoa	Amoebozoa	Parvamoeba monoura	1819675				short-read only	0	0	1	15196672
Amoebozoa	Amoebozoa	Parvamoeba rugata	1076758				short-read only	0	0	1	85002384
Amoebozoa	Amoebozoa	Pellita catalonica	1485083				short-read only	0	0	2	61934708
Amoebozoa	Amoebozoa	Pelomyxa schiedti	1580589	GCA_020536535.1	46.5	GCA_020536535.1	short-read only	0	0	5	41599362
Amoebozoa	Amoebozoa	Pelomyxa sp.	1973071				short-read only	0	0	1	4303302
Amoebozoa	Amoebozoa	Pessonella	498007				short-read only	0	0	1	40391760
Amoebozoa	Amoebozoa	Phalansterium solitarium	136499				short-read only	0	0	1	5544242
Amoebozoa	Amoebozoa	Phryganella acropodia	2723889				short-read only	0	0	4	143988744
Amoebozoa	Amoebozoa	Phryganella cf. acropodia	2723890				short-read only	0	0	2	71394942
Amoebozoa	Amoebozoa	Phryganella paradoxa	2217853				short-read only	0	0	2	16253212
Amoebozoa	Amoebozoa	Physarum rigidum	385469				short-read only	0	0	11	293208597
Amoebozoa	Amoebozoa	Planocarina carinata	499099				short-read only	0	0	1	5650796
Amoebozoa	Amoebozoa	Planopodium desertum	2773111				short-read only	0	0	1	51699900
Amoebozoa	Amoebozoa	Planoprotostelium fungivorum	1890364	GCA_003024175.1	48.0	GCA_003024175.1	short-read only	0	0	9	431804938
Amoebozoa	Amoebozoa	Polysphondylium violaceum	133409	GCA_000277445.1	32.0	GCA_000277445.1	short-read only	0	0	12	514018132
Amoebozoa	Amoebozoa	Protacanthamoeba bohemica	325062				short-read only	0	0	1	100751394
Amoebozoa	Amoebozoa	Protosporangium articulatum	668360				short-read only	0	0	1	38182800
Amoebozoa	Amoebozoa	Protostelium mycophagum	472931	GCA_002081555.1	42.0			0	0	0	0
Amoebozoa	Amoebozoa	Protostelium nocturnum	668368				short-read only	0	0	1	17864108
Amoebozoa	Amoebozoa	Ptolemeba bulliensis	1525729				short-read only	0	0	1	30643640
Amoebozoa	Amoebozoa	Pyxidicula operculata	1078852				short-read only	0	0	1	17783302
Amoebozoa	Amoebozoa	Raperostelium australe	361068				short-read only	0	0	4	57117032
Amoebozoa	Amoebozoa	Raperostelium gracile	361097				short-read only	0	0	4	72145464
Amoebozoa	Amoebozoa	Raperostelium potamoides	361091				short-read only	0	0	4	68342952
Amoebozoa	Amoebozoa	Rhizamoeba saxonica	200886				short-read only	0	0	1	27473922
Amoebozoa	Amoebozoa	Rhizomastix elongata	1745345				short-read only	0	0	1	307966222
Amoebozoa	Amoebozoa	Rhizomastix libera	1211407				short-read only	0	0	1	37990042
Amoebozoa	Amoebozoa	Rhizomastix vacuolata	1745346				short-read only	0	0	3	165132036
Amoebozoa	Amoebozoa	Ripella sp.	1973050				short-read only	0	0	1	51127832
Amoebozoa	Amoebozoa	Sappinia pedata	472956				short-read only	0	0	1	4602246
Amoebozoa	Amoebozoa	Schizoplasmodiopsis pseudoendospora	668367				short-read only	0	0	1	36161260
Amoebozoa	Amoebozoa	Schizoplasmodiopsis vulgaris	435421				short-read only	0	0	1	5247790
Amoebozoa	Amoebozoa	Schoutedamoeba sp. FYRIS	2656672				short-read only	0	0	1	2112826
Amoebozoa	Amoebozoa	Sexangularia sp. CB-2014	1486929				short-read only	0	0	1	51556468
Amoebozoa	Amoebozoa	Soliformovum irregulare	435424				short-read only	0	0	1	23076152
Amoebozoa	Amoebozoa	Speleostelium caveatum	361096	GCA_003667305.1	29.0			0	0	0	0
Amoebozoa	Amoebozoa	Spumochlamys bryora	675832				short-read only	0	0	1	79068068
Amoebozoa	Amoebozoa	Spumochlamys sp.	3087004				short-read only	0	0	1	51691930
Amoebozoa	Amoebozoa	Squamamoeba japonica	1167875				short-read only	0	0	1	29058780
Amoebozoa	Amoebozoa	Stenamoeba limacina	746894				short-read only	0	0	1	49140980
Amoebozoa	Amoebozoa	Stenamoeba stenopodia	242542				short-read only	0	0	1	19234508
Amoebozoa	Amoebozoa	Stereomyxa ramosa	1078864				short-read only	0	0	1	41501426
Amoebozoa	Amoebozoa	Stratorugosa tubuloviscum	2184267				short-read only	0	0	1	60388172
Amoebozoa	Amoebozoa	Stygamoeba regulata	1042828				short-read only	0	0	1	62462950
Amoebozoa	Amoebozoa	Thecamoeba quadrilineata	343530				short-read only	0	0	1	13225526
Amoebozoa	Amoebozoa	Thecamoeba sp.	1973049				short-read only	0	0	1	11276938
Amoebozoa	Amoebozoa	Thecamoebidae sp.	1973048				short-read only	0	0	1	74282128
Amoebozoa	Amoebozoa	Tieghemostelium lacteum	361077	GCA_001606155.1	30.0	GCA_001606155.1	short-read only	0	0	9	220790750
Amoebozoa	Amoebozoa	Tieghemostelium menorah	1037933				short-read only	0	0	4	71122454
Amoebozoa	Amoebozoa	Trichosphaerium	498011				short-read only	0	0	1	64167990
Amoebozoa	Amoebozoa	Trichosphaerium sp.	3087002				short-read only	0	0	1	59565584
Amoebozoa	Amoebozoa	Trichosphaerium sp. ATCC 40318	498012	GCA_038496445.1	37.5		short-read only	0	0	10	191727051
Amoebozoa	Amoebozoa	Tychosporium acutostipes	668358				short-read only	0	0	1	9050388
Amoebozoa	Amoebozoa	Unda schaefferi	1819671				short-read only	0	0	1	6737472
Amoebozoa	Amoebozoa	Vannella	95228				short-read only	0	0	1	64018344
Amoebozoa	Amoebozoa	Vannella robusta	1487602				short-read only	0	0	1	74507508
Amoebozoa	Amoebozoa	Vannella septentrionalis	197531				short-read only	0	0	1	42727416
Amoebozoa	Amoebozoa	Vannella sp.	1973054	GCA_023345925.1	50.0		short-read only	0	0	1	24206838
Amoebozoa	Amoebozoa	Vannella sp. KDN1	2081467				short-read only	0	0	10	281350546
Amoebozoa	Amoebozoa	Vermamoeba sp.	1972851				short-read only	0	0	1	28563654
Amoebozoa	Amoebozoa	Vermamoeba vermiformis	5778	GCA_020696425.1	42.5		short-read only	0	0	2	158473530
Amoebozoa	Amoebozoa	Vermistella antarctica	354202				short-read only	0	0	1	41270746
Amoebozoa	Amoebozoa	Vexillifera	218659				short-read only	0	0	1	38907022
Amoebozoa	Amoebozoa	Vexillifera minutissima	242550				short-read only	0	0	1	29242530
Amoebozoa	Amoebozoa	Vexillifera sp.	2491903				short-read only	0	0	1	22830674
Archaeplastida	Chlorophyta	Acetabularia acetabulum	35845	GCA_963931735.1	51.5		short-read only	0	0	59	2010239108
Archaeplastida	Chlorophyta	Acetabularia caliculus	73017				short-read only	0	0	1	71737062
Archaeplastida	Chlorophyta	Acetabularia crenulata	35846				short-read only	0	0	2	58374168
Archaeplastida	Chlorophyta	Acetabularia kilneri	219607				short-read only	0	0	1	76569650
Archaeplastida	Chlorophyta	Acetabularia peniculus	35862				short-read only	0	0	2	44166964
Archaeplastida	Chlorophyta	Acrosiphonia sp. SAG 127.80	2601987				short-read only	0	0	1	22745360
Archaeplastida	Chlorophyta	Actinastrum hantzschii	55402				short-read only	0	0	1	49084916
Archaeplastida	Chlorophyta	Acutodesmus raciborskii	91194	GCA_055515155.1	55.5			0	0	0	0
Archaeplastida	Chlorophyta	Acutodesmus sp. HLGY	2797865				short-read only	0	0	6	269850776
Archaeplastida	Chlorophyta	Aegagropila linnaei	162062				short-read only	0	0	2	32328186
Archaeplastida	Chlorophyta	Ankistrodesmus arcuatus	1461599				short-read only	0	0	1	33660730
Archaeplastida	Chlorophyta	Ankistrodesmus falcatus	52960				short-read only	0	0	3	132137858
Archaeplastida	Chlorophyta	Ankistrodesmus sp. CCAC 3332 B	2601988				short-read only	0	0	1	19036522
Archaeplastida	Chlorophyta	Ankistrodesmus sp. EHY	2815572				short-read only	0	0	21	1120459490
Archaeplastida	Chlorophyta	Ankistrodesmus sp. UCP001	2729380				short-read only	0	0	2	16000000
Archaeplastida	Chlorophyta	Apatococcus fuscideae	2026836	GCA_040144375.1	52.5	GCA_040144375.1	short-read only	0	0	1	43224334
Archaeplastida	Chlorophyta	Apatococcus lobatus	904363	GCA_040144355.1	51.5	GCA_040144355.1	short-read only	0	0	1	36939836
Archaeplastida	Chlorophyta	Aphanochaete confervicola	764104				short-read only	0	0	1	54925846
Archaeplastida	Chlorophyta	Aphanochaete elegans	764105				short-read only	0	0	1	54055980
Archaeplastida	Chlorophyta	Aphanochaete repens	764106				short-read only	0	0	1	26349402
Archaeplastida	Chlorophyta	Asterochloris erici	60131	GCA_019693375.1	58.5			0	0	0	0
Archaeplastida	Chlorophyta	Asterochloris sp. CNOR1	3094912	GCA_963969365.1	58.0			0	0	0	0
Archaeplastida	Chlorophyta	Asterochloris sp. CNOR2	3094913	GCA_964198605.1	55.5			0	0	0	0
Archaeplastida	Chlorophyta	Asterochloris sp. astero_kon2022	3449419	GCA_054654935.1	58.5			0	0	0	0
Archaeplastida	Chlorophyta	Asteromonas gracilis	3156				short-read only	0	0	2	43361078
Archaeplastida	Chlorophyta	Astrephomene gubernaculifera	47775	GCA_021605115.1	60.0	GCA_021605115.1	short-read only	0	0	7	145767514
Archaeplastida	Chlorophyta	Astrephomene perforata	47776				short-read only	0	0	1	126701240
Archaeplastida	Chlorophyta	Atractomorpha echinata	52677				short-read only	0	0	1	82961736
Archaeplastida	Chlorophyta	Auxenochlorella protothecoides	3075	GCF_000733215.1	63.5	GCF_000733215.1	short-read only	0	0	53	1874190092
Archaeplastida	Chlorophyta	Auxenochlorella protothecoides x Auxenochlorella symbiontica	3385098	GCA_050947055.1	64.0	GCA_050947055.1	short-read only	0	0	15	1101470522
Archaeplastida	Chlorophyta	Auxenochlorella pyrenoidosa	3078	GCA_047663505.1	67.0		short-read only	0	0	269	12745269727
Archaeplastida	Chlorophyta	Auxenochlorella symbiontica	634936	GCA_052818915.1	64.0			0	0	0	0
Archaeplastida	Chlorophyta	Axilococcus clingmanii	2511175	GCA_019693495.1	46.5			0	0	0	0
Archaeplastida	Chlorophyta	Basichlamys sacculifera	47779				short-read only	0	0	1	132411498
Archaeplastida	Chlorophyta	Bathycoccaceae sp.	2922361	GCA_029297925.1	60.5			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus calidus	3126210	GCA_041642835.1	49.0			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus prasinos	41875	GCF_002220235.1	48.0	GCF_002220235.1	short-read only	0	0	8	546952136
Archaeplastida	Chlorophyta	Bathycoccus sp.	2812571	GCA_041642795.1	49.0			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus sp. SAG1	2589996	GCA_009618075.1	45.5			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus sp. SAG2	2589997	GCA_009618095.1	47.0			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus sp. SAG3	2589998	GCA_009618085.1	46.5			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus sp. SAG4	2589999	GCA_009618065.1	46.5			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus sp. TOSAG39-1	1735750	GCA_900128745.1	47.5			0	0	0	0
Archaeplastida	Chlorophyta	Bathycoccus sp. UST710	3126173	GCA_041315385.1	48.5			0	0	0	0
Archaeplastida	Chlorophyta	Blastophysa rhizopus	619706	GCA_032356065.1	61.5			0	0	0	0
Archaeplastida	Chlorophyta	Blastophysa sp. BEA 0074B	2601990				short-read only	0	0	1	22316924
Archaeplastida	Chlorophyta	Blidingia minima	63414				short-read only	0	0	1	120075882
